Nr okrÍgu;Siedziba OKW;Nr listy (po nadaniu);Nazwa komitetu;Sygnatura;Typ;Pozycja na liúcie;Nazwisko;Imiona;P≥eÊ;ZawÛd;Miejsce zamieszkania;TERYT m. z.;Gmina m.z.;PrzynaleønoúÊ do partii;Poparcie;Liczba g≥osÛw;Procent g≥osÛw oddanych na listÍ;Procent g≥osÛw oddanych w okrÍgu;Czy przyznano mandat
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;7;KUSZ;Kamil Micha≥;MÍøczyzna;technik elektronik;£aÒcut;181001;m. £aÒcut;nie naleøy do partii politycznej;;593;1,22%;0,10%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;8;KUMOREK;Dariusz Jan;MÍøczyzna;lekarz;Lutcza;181903;gm. Niebylec;cz≥onek partii politycznej: Korwin;;399;0,82%;0,07%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;9;LIPI—SKI;Zbigniew;MÍøczyzna;publicysta;Warszawa;146505;MokotÛw;cz≥onek partii politycznej: Liga Narodowa;;293;0,60%;0,05%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;10;KORWIN-MIKKE;Dominika Maria;Kobieta;teatrolog;Otwock;141702;m. Otwock;cz≥onek partii politycznej: Korwin;;2451;5,04%;0,42%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;11;WO£OSZYN;Tomasz;MÍøczyzna;lekarz;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Ruch Narodowy;;477;0,98%;0,08%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;12;ZAR BSKI;Waldemar;MÍøczyzna;lekarz;Kolbuszowa;180602;gm. Kolbuszowa;nie naleøy do partii politycznej;;349;0,72%;0,06%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;13;OCHA£;Katarzyna Kinga;Kobieta;dziennikarz;Zagorzyce;181504;gm. SÍdziszÛw Ma≥opolski;nie naleøy do partii politycznej;;459;0,94%;0,08%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;14;ZI BA;Tomasz Sylwester;MÍøczyzna;przedsiÍbiorca;Kopki;181206;gm. Rudnik nad Sanem;cz≥onek partii politycznej: Ruch Narodowy;;332;0,68%;0,06%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;15;PRACOWNIK;Teresa Jadwiga;Kobieta;nauczyciel;UlanÛw;181207;gm. UlanÛw;nie naleøy do partii politycznej;;371;0,76%;0,06%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;16;SALWA;Ma≥gorzata Kazimiera;Kobieta;nauczyciel;StrzyøÛw;181904;gm. StrzyøÛw;nie naleøy do partii politycznej;;320;0,66%;0,05%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;17;KOTOWICZ;Mariola Ksenia;Kobieta;technik farmaceutyczny;Krasne;181609;gm. Krasne;nie naleøy do partii politycznej;;365;0,75%;0,06%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;18;D•BEK;Damian £ukasz;MÍøczyzna;inøynier budownictwa;Rakszawa;181006;gm. Rakszawa;cz≥onek partii politycznej: Ruch Narodowy;;478;0,98%;0,08%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;19;STRZA£KA;Albert Jan;MÍøczyzna;kierowca;Niedüwiada;181503;gm. Ropczyce;cz≥onek partii politycznej: Korwin;;222;0,46%;0,04%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;20;LIS;Aleksandra Miros≥awa;Kobieta;kierownik do spraw marketingu;Cierpisz;181004;gm. £aÒcut;nie naleøy do partii politycznej;;308;0,63%;0,05%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;21;JEDYNAK;Dariusz Grzegorz;MÍøczyzna;elektronik;DÍbica;180301;m. DÍbica;nie naleøy do partii politycznej;;187;0,38%;0,03%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;22;WACYRA;Paulina Eløbieta;Kobieta;przedsiÍbiorca;Derylaki;181201;gm. Harasiuki;nie naleøy do partii politycznej;;165;0,34%;0,03%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;23;FILA;Piotr Robert;MÍøczyzna;logistyk;Mielec;181101;m. Mielec;nie naleøy do partii politycznej;;409;0,84%;0,07%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;24;åRODO—;Monika Paulina;Kobieta;nauczyciel;Gwoünica GÛrna;181903;gm. Niebylec;nie naleøy do partii politycznej;;217;0,45%;0,04%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;25;ZAPA£OWSKA;Monika Ewa;Kobieta;pracownik administracyjny;Przemyúl;186201;m. Przemyúl;nie naleøy do partii politycznej;;128;0,26%;0,02%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;26;BATORA;Marcin Mateusz;MÍøczyzna;logistyk;DÍbica;180301;m. DÍbica;nie naleøy do partii politycznej;;455;0,94%;0,08%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;27;BROØ;Robert Krzysztof;MÍøczyzna;przedsiÍbiorca;Ulanica;181605;gm. DynÛw;nie naleøy do partii politycznej;;53;0,11%;0,01%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;28;BIELECKA;Karolina Maria;Kobieta;kucharz;Stalowa Wola;181801;m. Stalowa Wola;nie naleøy do partii politycznej;;251;0,52%;0,04%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;29;FLIS;Micha≥;MÍøczyzna;monter konstrukcji aluminowych;Wola Zarczycka;180805;gm. Nowa Sarzyna;nie naleøy do partii politycznej;;318;0,65%;0,05%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;30;MAZUR;Krzysztof;MÍøczyzna;ekonomista;Rudna Wielka;181612;gm. åwilcza;nie naleøy do partii politycznej;;764;1,57%;0,13%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;1;PONCYLJUSZ;Pawe≥ Janusz;MÍøczyzna;technik ekonomista;Warszawa;146510;årÛdmieúcie;nie naleøy do partii politycznej;;23312;27,52%;3,96%;Tak
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;2;GAWLIK;Zdzis≥aw;MÍøczyzna;prawnik;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;14305;16,89%;2,43%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;3;SKOWRO—SKA;Krystyna;Kobieta;administratywista;Mielec;181101;m. Mielec;cz≥onek partii politycznej: Platforma Obywatelska RP;;16903;19,96%;2,87%;Tak
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;4;BUTRYN;Renata Celina;Kobieta;nauczyciel;Stalowa Wola;181801;m. Stalowa Wola;cz≥onek partii politycznej: Platforma Obywatelska RP;;4978;5,88%;0,85%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;5;KUBAS-HUL;Teresa Krystyna;Kobieta;ekonomista;Lipie;181606;gm. G≥ogÛw Ma≥opolski;cz≥onek partii politycznej: Platforma Obywatelska RP;;2174;2,57%;0,37%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;6;GDA—SKI;JÛzef;MÍøczyzna;technik elektronik;Budy £aÒcuckie;181002;gm. Bia≥obrzegi;nie naleøy do partii politycznej;;2469;2,91%;0,42%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;7;PITRA;Krzysztof Piotr;MÍøczyzna;menedøer kultury;Siedleszczany;182001;gm. BaranÛw Sandomierski;cz≥onek partii politycznej: Platforma Obywatelska RP;;2443;2,88%;0,41%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;8;USTROBI—SKI;Marek Jerzy;MÍøczyzna;inøynier budownictwa;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;4593;5,42%;0,78%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;9;KARYå;Jakub Bart≥omiej;MÍøczyzna;reøyser;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;2212;2,61%;0,38%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;10;ZYCH;Barbara;Kobieta;pielÍgniarka;Tarnobrzeg;186401;m. Tarnobrzeg;nie naleøy do partii politycznej;;1500;1,77%;0,25%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;11;JURZYSTA;Marcin;MÍøczyzna;nauczyciel;Czudec;181901;gm. Czudec;nie naleøy do partii politycznej;;858;1,01%;0,15%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;12;ST PIE—;Danuta Waleria;Kobieta;nauczyciel;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;1071;1,26%;0,18%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;13;DER GOWSKI;Marcin;MÍøczyzna;informatyk;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;979;1,16%;0,17%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;14;B•K;Dominik;MÍøczyzna;doradca finansowy;Bratkowice;181612;gm. åwilcza;cz≥onek partii politycznej: Nowoczesna;;455;0,54%;0,08%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;15;OØ”G;Krzysztof;MÍøczyzna;ekonomista;WÛlka Niedüwiedzka;181611;gm. Soko≥Ûw Ma≥opolski;cz≥onek partii politycznej: Platforma Obywatelska RP;;701;0,83%;0,12%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;16;KOPYTO;Jakub Albert;MÍøczyzna;politolog;Stalowa Wola;181801;m. Stalowa Wola;cz≥onek partii politycznej: Platforma Obywatelska RP;;323;0,38%;0,05%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;17;LIPCZY—SKI;Krzysztof Romuald;MÍøczyzna;nauczyciel;StraszÍcin;180307;gm. ØyrakÛw;cz≥onek partii politycznej: Platforma Obywatelska RP;;1117;1,32%;0,19%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;18;KRAJEWSKA;Aneta Anna;Kobieta;nauczyciel;Gnojnica;181503;gm. Ropczyce;cz≥onek partii politycznej: Platforma Obywatelska RP;;394;0,47%;0,07%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;19;OMIETO—SKA;Jolanta Teresa;Kobieta;administratywista;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Partia Zieloni;;183;0,22%;0,03%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;20;KOLANO;Jolanta Stanis≥awa;Kobieta;technolog øywienia;KoÒczyce;181205;gm. Nisko;nie naleøy do partii politycznej;;194;0,23%;0,03%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;21;OLCHAWA;Artur Stanis≥aw;MÍøczyzna;pedagog;Radomyúl Wielki;181108;gm. Radomyúl Wielki;nie naleøy do partii politycznej;;70;0,08%;0,01%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;22;PRZYBY£;Przemys≥aw Wojciech;MÍøczyzna;adwokat;Ropczyce;181503;gm. Ropczyce;cz≥onek partii politycznej: Platforma Obywatelska RP;;173;0,20%;0,03%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;23;SAWIC;Ewa Maria;Kobieta;nauczyciel;DÍbica;180301;m. DÍbica;cz≥onek partii politycznej: Platforma Obywatelska RP;;190;0,22%;0,03%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;24;KANISZEWSKA;Augustyna Maria;Kobieta;administratywista;Furmany;182002;gm. Gorzyce;nie naleøy do partii politycznej;;122;0,14%;0,02%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;25;OWSIANY;Urszula Ma≥gorzata;Kobieta;technik budownictwa;£aÒcut;181001;m. £aÒcut;nie naleøy do partii politycznej;;165;0,19%;0,03%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;26;P£ODZIE—;Janusz;MÍøczyzna;technik produkcji drzewnej;Kielnarowa;181614;gm. Tyczyn;cz≥onek partii politycznej: Platforma Obywatelska RP;;243;0,29%;0,04%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;27;PALUCH;Katarzyna;Kobieta;nauczyciel;Tarnobrzeg;186401;m. Tarnobrzeg;cz≥onek partii politycznej: Inicjatywa Polska;;322;0,38%;0,05%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;28;ROGOWSKA;Anna Jolanta;Kobieta;lekarz weterynarii;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Nowoczesna;;416;0,49%;0,07%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;29;ØMUDA;Dariusz;MÍøczyzna;nauczyciel;DπbrÛwka Pniowska;181804;gm. Radomyúl nad Sanem;cz≥onek partii politycznej: Platforma Obywatelska RP;;232;0,27%;0,04%;Nie
23;RzeszÛw;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;30;PAZDAN;Pawe≥ Leopold;MÍøczyzna;socjolog;Przec≥aw;181107;gm. Przec≥aw;nie naleøy do partii politycznej;;1606;1,90%;0,27%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;1;SZL ZAK;Andrzej Kazimierz;MÍøczyzna;historyk;Stalowa Wola;181801;m. Stalowa Wola;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1150;32,58%;0,20%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;2;STELMACH;Krzysztof Jerzy;MÍøczyzna;przedsiÍbiorca;Dπbrowa Rzeczycka;181804;gm. Radomyúl nad Sanem;cz≥onek partii politycznej: Korwin;;249;7,05%;0,04%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;3;BATOR;Bernadeta Aneta;Kobieta;kierownik dzia≥u kadr;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;307;8,70%;0,05%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;4;MRYCZKO;Artur Pawe≥;MÍøczyzna;ekonomista;Mielec;181101;m. Mielec;nie naleøy do partii politycznej;;164;4,65%;0,03%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;5;DREWNIAK;Tomasz Wies≥aw;MÍøczyzna;rolnik;Futoma;181602;gm. B≥aøowa;nie naleøy do partii politycznej;;126;3,57%;0,02%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;6;GRABEK;Joanna Agnieszka;Kobieta;nauczyciel;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;93;2,63%;0,02%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;7;MAZUREK;Mariusz;MÍøczyzna;przedsiÍbiorca;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;129;3,65%;0,02%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;8;WIKTOR;Jolanta;Kobieta;dietetyk;G≥ogÛw Ma≥opolski;181606;gm. G≥ogÛw Ma≥opolski;nie naleøy do partii politycznej;;109;3,09%;0,02%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;9;KOSIOROWSKI;Artur;MÍøczyzna;programista aplikacji;Kupno;180602;gm. Kolbuszowa;nie naleøy do partii politycznej;;128;3,63%;0,02%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;10;OPA£KA;Marcin Pawe≥;MÍøczyzna;muzyk;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;151;4,28%;0,03%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;11;JAROSZ;Renata;Kobieta;pracownik administracyjno-biurowy;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;118;3,34%;0,02%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;12;WIELGOSZ;Marek Konrad;MÍøczyzna;inøynier materia≥owy;Stobierna;181613;gm. Trzebownisko;nie naleøy do partii politycznej;;72;2,04%;0,01%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;13;GRZESIAK-KOSIOROWSKA;Monika Izabela;Kobieta;koordynator obs≥ugi naziemnej statkÛw powietrznych;Kupno;180602;gm. Kolbuszowa;nie naleøy do partii politycznej;;67;1,90%;0,01%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;14;GODEK-KOWALSKA;Joanna Dominika;Kobieta;ksiÍgowa;Podleszany;181105;gm. Mielec;nie naleøy do partii politycznej;;83;2,35%;0,01%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;15;BUJAK;Marta Ewa;Kobieta;sprzedawca;Tarnobrzeg;186401;m. Tarnobrzeg;nie naleøy do partii politycznej;;158;4,48%;0,03%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;16;GORCZYCA;Artur Piotr;MÍøczyzna;kierownik produkcji;PorÍby FurmaÒskie;182003;gm. GrÍbÛw;nie naleøy do partii politycznej;;105;2,97%;0,02%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;17;SZOSTEK;Karol Franciszek;MÍøczyzna;nauczyciel akademicki;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;80;2,27%;0,01%;Nie
23;RzeszÛw;9;KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA;ZPOW-601-17/19;Komitet wyborczy partii politycznej;18;MAT£OSZ;Mariusz Kazimierz;MÍøczyzna;kontroler jakoúci;StrzyøÛw;181904;gm. StrzyøÛw;nie naleøy do partii politycznej;;241;6,83%;0,04%;Nie
24;Bia≥ystok;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;1;KRAJEWSKI;Stefan;MÍøczyzna;politolog;Krajewo Bia≥e;201405;gm. ZambrÛw;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;13439;27,67%;2,58%;Tak
24;Bia≥ystok;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;2;LECH;Miros≥aw;MÍøczyzna;historyk;Laskowszczyzna;201103;gm. Korycin;nie naleøy do partii politycznej;;6510;13,40%;1,25%;Nie
24;Bia≥ystok;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;3;GROCHOWSKI;Wojciech;MÍøczyzna;ekonomista;Grajewo;200401;m. Grajewo;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;3607;7,43%;0,69%;Nie
24;Bia≥ystok;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;4;LESZCZY—SKI;Jerzy;MÍøczyzna;inøynier rolnictwa;Ciechanowiec;201302;gm. Ciechanowiec;nie naleøy do partii politycznej;;3860;7,95%;0,74%;Nie
24;Bia≥ystok;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;5;CIEåLUKOWSKI;Cezary;MÍøczyzna;ekonomista;Suwa≥ki;206301;m. Suwa≥ki;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;4242;8,73%;0,81%;Nie
24;Bia≥ystok;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;6;ZAWISTOWSKA;Agnieszka;Kobieta;inøynier rolnictwa;BrzÛski Gromki;201310;gm. Wysokie Mazowieckie;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;1631;3,36%;0,31%;Nie
